replay,seed,swap,shop1,shop2,me_cash,opp_cash,error
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109184595-replay.py,1539450172,1,BAKERY,BRUNCH_SPOT,80656.0,74693.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90040133-replay.py,1542952182,0,PET_CAFE,PET_CAFE,110209.0,13596.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90040133-replay.py,1542952182,1,PET_CAFE,PET_CAFE,110209.0,13596.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90141756-replay.py,1563148850,0,PIZZA_SHOP,ICE_CREAM_SHOP,194032.0,11913.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90141756-replay.py,1563148850,1,PIZZA_SHOP,ICE_CREAM_SHOP,194032.0,11913.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109185591-replay.py,1608222977,0,PET_CAFE,SMOOTHIE_SHOP,91546.0,96132.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109185591-replay.py,1608222977,1,PET_CAFE,SMOOTHIE_SHOP,91546.0,96132.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90163066-replay.py,1611007577,0,BRUNCH_SPOT,YARN_STORE,169705.0,3.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90163066-replay.py,1611007577,1,BRUNCH_SPOT,YARN_STORE,181315.0,15.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109176380-replay.py,1630799738,0,BAKERY,PET_CAFE,56813.0,66132.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109176380-replay.py,1630799738,1,BAKERY,PET_CAFE,56813.0,66132.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109178472-replay.py,1636251916,0,FARMERS_MARKET,YARN_STORE,82906.0,88949.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109178472-replay.py,1636251916,1,FARMERS_MARKET,YARN_STORE,104762.0,106254.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90150739-replay.py,1643619036,0,BRUNCH_SPOT,YARN_STORE,182168.0,18447.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90150739-replay.py,1643619036,1,BRUNCH_SPOT,YARN_STORE,182168.0,18447.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90065508-replay.py,1651187502,0,PET_CAFE,YARN_STORE,107011.0,52479.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90065508-replay.py,1651187502,1,PET_CAFE,YARN_STORE,107011.0,52479.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90070280-replay.py,1660536760,0,PIZZA_SHOP,PIZZA_SHOP,169913.0,10071.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90070280-replay.py,1660536760,1,PIZZA_SHOP,PIZZA_SHOP,169913.0,10071.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90009486-replay.py,1710877436,0,PIZZA_SHOP,FARMERS_MARKET,144975.0,43525.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90009486-replay.py,1710877436,1,PIZZA_SHOP,FARMERS_MARKET,144975.0,43525.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109185796-replay.py,1727933141,0,YARN_STORE,BAKERY,67433.0,72844.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109185796-replay.py,1727933141,1,YARN_STORE,BAKERY,67433.0,72844.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-89999182-replay.py,1757738020,0,YARN_STORE,BRUNCH_SPOT,184525.0,16285.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-89999182-replay.py,1757738020,1,YARN_STORE,BRUNCH_SPOT,176039.0,12797.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90000456-replay.py,1790988422,0,FARMERS_MARKET,YARN_STORE,160742.0,23687.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90000456-replay.py,1790988422,1,FARMERS_MARKET,YARN_STORE,160742.0,23687.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-89999836-replay.py,1802035098,0,BRUNCH_SPOT,BAKERY,120871.0,15075.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-89999836-replay.py,1802035098,1,BRUNCH_SPOT,BAKERY,120871.0,15075.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109185862-replay.py,1803786684,0,FARMERS_MARKET,PIZZA_SHOP,78086.0,89469.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109185862-replay.py,1803786684,1,FARMERS_MARKET,PIZZA_SHOP,78086.0,89469.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90160276-replay.py,1814558413,0,YARN_STORE,PIZZA_SHOP,176877.0,21717.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90160276-replay.py,1814558413,1,YARN_STORE,PIZZA_SHOP,176877.0,21717.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109182634-replay.py,1833395816,0,SMOOTHIE_SHOP,BAKERY,124358.0,87018.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109182634-replay.py,1833395816,1,SMOOTHIE_SHOP,BAKERY,124358.0,87018.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109187523-replay.py,1867206269,0,YARN_STORE,ICE_CREAM_SHOP,106426.0,80932.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109187523-replay.py,1867206269,1,YARN_STORE,ICE_CREAM_SHOP,106426.0,80932.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90102160-replay.py,1924056347,0,YARN_STORE,PET_CAFE,157460.0,44499.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90102160-replay.py,1924056347,1,YARN_STORE,PET_CAFE,157460.0,44499.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109183641-replay.py,1938373807,0,PET_CAFE,SMOOTHIE_SHOP,110192.0,107094.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109183641-replay.py,1938373807,1,PET_CAFE,SMOOTHIE_SHOP,110192.0,107094.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109181466-replay.py,1979533377,0,BAKERY,PIZZA_SHOP,125020.0,12660.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109181466-replay.py,1979533377,1,BAKERY,PIZZA_SHOP,109693.0,13147.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-89998529-replay.py,2003637770,0,PET_CAFE,PIZZA_SHOP,96828.0,1970.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-89998529-replay.py,2003637770,1,PET_CAFE,PIZZA_SHOP,96828.0,1970.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-89995924-replay.py,2024350840,0,FARMERS_MARKET,ICE_CREAM_SHOP,192009.0,25501.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-89995924-replay.py,2024350840,1,FARMERS_MARKET,ICE_CREAM_SHOP,172152.0,24155.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-89999184-replay.py,2046838016,0,BRUNCH_SPOT,YARN_STORE,182283.0,12974.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-89999184-replay.py,2046838016,1,BRUNCH_SPOT,YARN_STORE,192423.0,10127.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90156827-replay.py,2050459249,0,PET_CAFE,YARN_STORE,164028.0,820.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90156827-replay.py,2050459249,1,PET_CAFE,YARN_STORE,164028.0,820.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90163782-replay.py,2054944280,0,BAKERY,YARN_STORE,137587.0,22827.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90163782-replay.py,2054944280,1,BAKERY,YARN_STORE,137587.0,22827.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109186832-replay.py,2056018524,0,YARN_STORE,SMOOTHIE_SHOP,173835.0,102571.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109186832-replay.py,2056018524,1,YARN_STORE,SMOOTHIE_SHOP,173835.0,102571.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109176790-replay.py,2061647394,0,PIZZA_SHOP,BRUNCH_SPOT,78229.0,83684.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109176790-replay.py,2061647394,1,PIZZA_SHOP,BRUNCH_SPOT,78237.0,84272.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-89999833-replay.py,2065290706,0,SMOOTHIE_SHOP,BRUNCH_SPOT,175181.0,17256.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-89999833-replay.py,2065290706,1,SMOOTHIE_SHOP,BRUNCH_SPOT,175181.0,17256.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-89997219-replay.py,2065974508,0,BAKERY,YARN_STORE,140077.0,8033.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-89997219-replay.py,2065974508,1,BAKERY,YARN_STORE,140077.0,8033.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109183127-replay.py,2071717177,0,PET_CAFE,FARMERS_MARKET,85279.0,86419.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109183127-replay.py,2071717177,1,PET_CAFE,FARMERS_MARKET,85279.0,86419.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109184263-replay.py,2078463087,0,PET_CAFE,ICE_CREAM_SHOP,97245.0,105760.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109184263-replay.py,2078463087,1,PET_CAFE,ICE_CREAM_SHOP,97245.0,105760.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109183462-replay.py,2081224869,0,YARN_STORE,YARN_STORE,151986.0,18679.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109183462-replay.py,2081224869,1,YARN_STORE,YARN_STORE,151986.0,18679.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109180550-replay.py,2107285740,0,PIZZA_SHOP,YARN_STORE,119675.0,126494.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-109180550-replay.py,2107285740,1,PIZZA_SHOP,YARN_STORE,119675.0,126494.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90160260-replay.py,2108783635,0,PET_CAFE,BAKERY,115697.0,8631.0,
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-90160260-replay.py,2108783635,1,BAKERY,PIZZA_SHOP,148491.0,0.0,
