shop1,shop2,route,is_shipped,episodes,mean_margin
YARN_STORE,ICE_CREAM_SHOP,124,0,6,42718.0
YARN_STORE,ICE_CREAM_SHOP,125,0,6,44564.33
YARN_STORE,ICE_CREAM_SHOP,126,0,6,52240.67
YARN_STORE,ICE_CREAM_SHOP,127,0,6,53542.33
YARN_STORE,ICE_CREAM_SHOP,128,0,6,53756.33
YARN_STORE,PET_CAFE,0,0,5,105380.4
YARN_STORE,PET_CAFE,1,0,5,118974.0
YARN_STORE,PET_CAFE,2,0,5,105591.0
YARN_STORE,PET_CAFE,3,0,5,122940.0
YARN_STORE,PET_CAFE,4,0,5,118966.8
YARN_STORE,PET_CAFE,5,0,5,118253.4
YARN_STORE,PET_CAFE,6,0,5,122794.8
YARN_STORE,PET_CAFE,7,0,5,122828.8
YARN_STORE,PET_CAFE,8,0,5,122818.8
YARN_STORE,PET_CAFE,9,0,5,123896.2
YARN_STORE,PET_CAFE,10,0,5,125924.4
YARN_STORE,PET_CAFE,11,1,5,122750.0
YARN_STORE,PET_CAFE,12,0,5,129810.8
YARN_STORE,PET_CAFE,100,0,5,104962.0
YARN_STORE,PET_CAFE,101,0,5,100880.2
YARN_STORE,PET_CAFE,103,0,5,103628.2
YARN_STORE,PET_CAFE,104,0,5,101025.2
YARN_STORE,PET_CAFE,105,0,5,101260.0
YARN_STORE,PET_CAFE,106,0,5,101259.0
YARN_STORE,PET_CAFE,107,0,5,101262.6
YARN_STORE,PET_CAFE,108,0,5,101881.2
YARN_STORE,PET_CAFE,109,0,5,117768.8
YARN_STORE,PET_CAFE,110,0,5,95448.0
YARN_STORE,PET_CAFE,111,0,5,90562.4
YARN_STORE,PET_CAFE,112,0,5,101570.6
YARN_STORE,PET_CAFE,113,0,5,101035.6
YARN_STORE,PET_CAFE,114,0,5,108975.2
YARN_STORE,PET_CAFE,115,0,5,112228.8
YARN_STORE,PET_CAFE,116,0,5,100880.2
YARN_STORE,PET_CAFE,117,0,5,95838.8
YARN_STORE,PET_CAFE,118,0,5,99561.8
YARN_STORE,PET_CAFE,119,0,5,100880.2
YARN_STORE,PET_CAFE,120,0,5,101603.6
YARN_STORE,PET_CAFE,121,0,5,100538.2
YARN_STORE,PET_CAFE,122,0,5,101881.2
YARN_STORE,PET_CAFE,123,0,5,97251.4
YARN_STORE,PET_CAFE,124,0,5,101881.2
YARN_STORE,PET_CAFE,125,0,5,101260.0
YARN_STORE,PET_CAFE,126,0,5,119779.4
YARN_STORE,PET_CAFE,127,0,5,117768.8
YARN_STORE,PET_CAFE,128,0,5,117812.8
YARN_STORE,PIZZA_SHOP,0,0,9,99851.33
YARN_STORE,PIZZA_SHOP,1,0,9,103991.33
YARN_STORE,PIZZA_SHOP,2,0,9,100117.78
YARN_STORE,PIZZA_SHOP,3,0,9,106241.22
YARN_STORE,PIZZA_SHOP,4,0,9,102772.22
YARN_STORE,PIZZA_SHOP,5,0,9,103597.33
YARN_STORE,PIZZA_SHOP,6,1,9,106126.22
YARN_STORE,PIZZA_SHOP,7,0,9,106161.11
YARN_STORE,PIZZA_SHOP,8,0,9,106143.56
YARN_STORE,PIZZA_SHOP,9,0,9,108138.44
YARN_STORE,PIZZA_SHOP,10,0,9,104599.33
YARN_STORE,PIZZA_SHOP,11,0,9,105933.11
YARN_STORE,PIZZA_SHOP,12,0,9,102954.0
YARN_STORE,PIZZA_SHOP,100,0,9,99376.78
YARN_STORE,PIZZA_SHOP,101,0,9,91966.11
YARN_STORE,PIZZA_SHOP,103,0,9,93724.78
YARN_STORE,PIZZA_SHOP,104,0,9,87036.89
YARN_STORE,PIZZA_SHOP,105,0,9,99588.0
YARN_STORE,PIZZA_SHOP,106,0,9,99587.0
YARN_STORE,PIZZA_SHOP,107,0,9,99596.89
YARN_STORE,PIZZA_SHOP,108,0,9,94465.11
YARN_STORE,PIZZA_SHOP,109,0,9,105498.33
YARN_STORE,PIZZA_SHOP,110,0,9,89582.67
YARN_STORE,PIZZA_SHOP,111,0,9,89503.67
YARN_STORE,PIZZA_SHOP,112,0,9,93163.67
YARN_STORE,PIZZA_SHOP,113,0,9,92131.33
YARN_STORE,PIZZA_SHOP,114,0,9,101503.11
YARN_STORE,PIZZA_SHOP,115,0,9,107260.22
YARN_STORE,PIZZA_SHOP,116,0,9,91966.11
YARN_STORE,PIZZA_SHOP,117,0,9,82563.0
YARN_STORE,PIZZA_SHOP,118,0,9,90312.33
YARN_STORE,PIZZA_SHOP,119,0,9,91966.11
YARN_STORE,PIZZA_SHOP,120,0,9,99569.0
YARN_STORE,PIZZA_SHOP,121,0,9,98955.44
YARN_STORE,PIZZA_SHOP,122,0,9,94465.11
YARN_STORE,PIZZA_SHOP,123,0,9,99113.11
YARN_STORE,PIZZA_SHOP,124,0,9,95142.11
YARN_STORE,PIZZA_SHOP,125,0,9,99588.0
YARN_STORE,PIZZA_SHOP,126,0,9,105685.78
YARN_STORE,PIZZA_SHOP,127,0,9,105498.33
YARN_STORE,PIZZA_SHOP,128,0,9,105623.56
